00a7cc31784ac4a9cc27d506a73ae589d6df36d6,quickfixj-core/pom.xml
00c78c1273efbc6aeae852963ed328a5cb57092e,pom.xml
01609f962f32cc2ba04fa574c79429e86b372c6b,pom.xml
01737a7815069eef6fd035f077f5cc6f0a79b635,pom.xml
02363207c365b3befd6426f6dda5c8eac904d760,pom.xml
02eedffd33cc1fe94b59372a1c1bfd91b2fc2ced,pom.xml
0305beafdecb0b28f7c94264ed20cdc4e41ff067,pom.xml
04c07b066b60a2e9d4f797b98dcd439a3a42f0b9,pom.xml
04f776fa9bed9155776378daee788c7c166d3d35,pom.xml
063cf862c045e0a9e401a539497e34ddaf8332b3,pom.xml
0671a30e3673989830ed7f4aa345b867c29547f0,paris/pom.xml
067f5d2c81ff87c90755f4ed48f62eb5faa8ecf9,singer-commons/pom.xml
06c5386831e97e94d9b9fd155d3ea4aa8711c4e7,ui-tests/pom.xml
072528ee5e678feabeaa1e2962725134564bdd3c,pom.xml
0771fe8d060aec9dc22344b8946e25ba8500afb9,pom.xml
07e4b2894bc68cd3bb1892beaa13ec353564dcf1,ui-tests/pom.xml
07fad972bb884e9fa6143b4f870d08305811607d,pom.xml
07ff1a34661db6c7f0ca03156ff5d8936b5123f5,pom.xml
08e33c7bbc45ceac64564dadb9abbae0ed481ca5,messaging/pom.xml
0968864d08e0fce1e5e1caaf89afddd2cc1b2569,pom.xml
097d93fbb2f9998ef1390ad10f92d1b70fda8b90,pom.xml
09a8774fc7d35a4bff24b55363fb6d2b94ff09e9,pom.xml
0a11c04038eae517540051dbf51f7f26b7221f20,pom.xml
0abf7148300f40a1da0538ab060552bca4a2f1d8,pom.xml
0c088ff435224b168f93d2a20b829af940bb67dd,pom.xml
0c60d0b08c999769313bfe2335fa792efcfb0300,messaging/pom.xml
0c748afce24c983e8f330bc2435837c70b0fcde6,pom.xml
0c9a9c80287e739424508b4afd3e7b73697733ae,pom.xml
0cdcc1f1319311f383676a89808c9b8eb190145c,pom.xml
0ddd0efa29634a4783358cba727d0851236aa579,pom.xml
0e8625f492854a78c0e1ceff67b2abd7e081d42b,pom.xml
0ec1ab7e205e0ea1bafc0e0ab7be056716dd560b,core/jdk-supplemental/pom.xml
0ed34fa61c9e31bd4ebb7e4bf12ce792aec96091,pom.xml
0ee8b9376b967938e8efd89a0959214a30d1b3fb,pom.xml
1053033eef680f0199bf25ec6e3db52cc13ef3da,pom.xml
10d7545c5771b03dd9f6122bd5973a759eb2cd03,pom.xml
115827c6675f532a4d33751d1a0c0ba394bbd304,pom.xml
11be71ab8713fe987785e9e25e4f3e410e709ab9,pom.xml
11c09e31119c28ea91a9777b2ce8893bca483493,pom.xml
11fa4228dbff2f7e96f71120afac3528cafa85b4,core/pom.xml
125f1253d8331f14752a4a8d49559445301ab02d,pom.xml
1266a8c84cd04cedfa316bed94b1e9b014da872f,pom.xml
12684ee6cfd293b27c08495f97900bcd849b452c,pom.xml
1280336ece95fdbbed78274a754f90694f52ae56,pom.xml
12830c4f63bd8edf3621db703b822a2149233e85,core/jdk-supplemental/pom.xml
12e237710199fafa086fd2299edefd5f8f05a63c,src/core/persistence/pom.xml
14270a2ff9e02717d50f77fe5473b0aaca7fc9db,pom.xml
14e2c8d47384137d1fff33d9a1441af3d1ef29a3,pom.xml
14fc5fa696f499cac48401b3a86882b3bf7d9b82,nis/pom.xml
1506282e31f5b78fb4395a27f9ad901ef3d98c70,pom.xml
1629113f03956a230738c47397c33f8ba2d11341,pom.xml
164ee160adc0f663c2069bdbfcdd60e8596327b8,graphql-jpa-query-build/pom.xml
165381d26b2c3d2278fde88c16f95807506451fe,safeplace/pom.xml
16ae40b1e17e14ee3ae20ac211647e47399a01a9,pom.xml
1750bac074c30b06ae5cdff7a25db401a4f45de2,pom.xml
17778ff224c38fe03999cac8caa1814b68fd0ef2,pom.xml
17cc92fc964c1aaf486ed815c60725b6f65714d2,pom.xml
17f2bcaaba4805b218743f575919360c5aec5da4,pom.xml
18102f7a87e7ab8308a86208d47696c060110d0c,pom.xml
1820a966ae02ad8df44d0a0106cba65ceaf3aa95,pom.xml
18ab6d7afbd1663c940167f15ab7aa39011041e1,pom.xml
18e92e4eb94da9f20b9864486865295176ebd83a,pom.xml
18eff0121ded81b30af0924676407bfc663e6557,ui-tests/pom.xml
19249139eb66616953c389242c22edde60c4ac2f,pom.xml
19e20b0d69cb6dadbc54313cb6c6e5f70670ac93,pom.xml
1a2fb9f65e12d6c43a8472b9b035299b29a75ce8,pom.xml
1a771d2096b043dc34982d78494b2f14f506176a,pom.xml
1c0972fc3d905b9f2a305a78f8a158a0b3fd8639,license-maven-plugin/pom.xml
1c3529eaf282deb4868f4b13439170ef47db3e8c,avans-session-spymemcached/pom.xml
1ca02168f00f994c625eeea6b5af4ab0a06f3a27,pom.xml
1cc7071371953a7880c2c2c3a5a32c36af7f88f9,pom.xml
